date,Search Interest,Keyword,Category
2021-07-04,20.0,Doc Martens,Boots
2021-07-11,22.0,Doc Martens,Boots
2021-07-18,24.0,Doc Martens,Boots
2021-07-25,27.0,Doc Martens,Boots
2021-08-01,26.0,Doc Martens,Boots
2021-08-08,28.000000000000004,Doc Martens,Boots
2021-08-15,33.0,Doc Martens,Boots
2021-08-22,32.0,Doc Martens,Boots
2021-08-29,33.0,Doc Martens,Boots
2021-09-05,32.0,Doc Martens,Boots
2021-09-12,30.0,Doc Martens,Boots
2021-09-19,39.0,Doc Martens,Boots
2021-09-26,40.0,Doc Martens,Boots
2021-10-03,46.0,Doc Martens,Boots
2021-10-10,47.0,Doc Martens,Boots
2021-10-17,53.0,Doc Martens,Boots
2021-10-24,50.0,Doc Martens,Boots
2021-10-31,54.0,Doc Martens,Boots
2021-11-07,61.0,Doc Martens,Boots
2021-11-14,59.0,Doc Martens,Boots
2021-11-21,100.0,Doc Martens,Boots
2021-11-28,70.0,Doc Martens,Boots
2021-12-05,66.0,Doc Martens,Boots
2021-12-12,62.0,Doc Martens,Boots
2021-12-19,76.0,Doc Martens,Boots
2021-12-26,67.0,Doc Martens,Boots
2022-01-02,55.00000000000001,Doc Martens,Boots
2022-01-09,41.0,Doc Martens,Boots
2022-01-16,35.0,Doc Martens,Boots
2022-01-23,36.0,Doc Martens,Boots
2022-01-30,32.0,Doc Martens,Boots
2022-02-06,31.0,Doc Martens,Boots
2022-02-13,28.000000000000004,Doc Martens,Boots
2022-02-20,33.0,Doc Martens,Boots
2022-02-27,28.000000000000004,Doc Martens,Boots
2022-03-06,28.000000000000004,Doc Martens,Boots
2022-03-13,26.0,Doc Martens,Boots
2022-03-20,26.0,Doc Martens,Boots
2022-03-27,23.0,Doc Martens,Boots
2022-04-03,24.0,Doc Martens,Boots
2022-04-10,23.0,Doc Martens,Boots
2022-04-17,21.0,Doc Martens,Boots
2022-04-24,20.0,Doc Martens,Boots
2022-05-01,20.0,Doc Martens,Boots
2022-05-08,19.0,Doc Martens,Boots
2022-05-15,20.0,Doc Martens,Boots
2022-05-22,22.0,Doc Martens,Boots
2022-05-29,20.0,Doc Martens,Boots
2022-06-05,20.0,Doc Martens,Boots
2022-06-12,19.0,Doc Martens,Boots
2022-06-19,20.0,Doc Martens,Boots
2022-06-26,20.0,Doc Martens,Boots
2022-07-03,21.0,Doc Martens,Boots
2022-07-10,25.0,Doc Martens,Boots
2022-07-17,24.0,Doc Martens,Boots
2022-07-24,25.0,Doc Martens,Boots
2022-07-31,26.0,Doc Martens,Boots
2022-08-07,24.0,Doc Martens,Boots
2022-08-14,27.0,Doc Martens,Boots
2022-08-21,28.000000000000004,Doc Martens,Boots
2022-08-28,26.0,Doc Martens,Boots
2022-09-04,34.0,Doc Martens,Boots
2022-09-11,28.999999999999996,Doc Martens,Boots
2022-09-18,35.0,Doc Martens,Boots
2022-09-25,34.0,Doc Martens,Boots
2022-10-02,37.0,Doc Martens,Boots
2022-10-09,39.0,Doc Martens,Boots
2022-10-16,38.0,Doc Martens,Boots
2022-10-23,33.0,Doc Martens,Boots
2022-10-30,34.0,Doc Martens,Boots
2022-11-06,42.0,Doc Martens,Boots
2022-11-13,48.0,Doc Martens,Boots
2022-11-20,68.0,Doc Martens,Boots
2022-11-27,55.00000000000001,Doc Martens,Boots
2022-12-04,47.0,Doc Martens,Boots
2022-12-11,48.0,Doc Martens,Boots
2022-12-18,49.0,Doc Martens,Boots
2022-12-25,56.00000000000001,Doc Martens,Boots
2023-01-01,36.0,Doc Martens,Boots
2023-01-08,30.0,Doc Martens,Boots
2023-01-15,28.000000000000004,Doc Martens,Boots
2023-01-22,27.0,Doc Martens,Boots
2023-01-29,26.0,Doc Martens,Boots
2023-02-05,24.0,Doc Martens,Boots
2023-02-12,23.0,Doc Martens,Boots
2023-02-19,23.0,Doc Martens,Boots
2023-02-26,22.0,Doc Martens,Boots
2023-03-05,22.0,Doc Martens,Boots
2023-03-12,24.0,Doc Martens,Boots
2023-03-19,22.0,Doc Martens,Boots
2023-03-26,22.0,Doc Martens,Boots
2023-04-02,18.0,Doc Martens,Boots
2023-04-09,19.0,Doc Martens,Boots
2023-04-16,17.0,Doc Martens,Boots
2023-04-23,20.0,Doc Martens,Boots
2023-04-30,18.0,Doc Martens,Boots
2023-05-07,18.0,Doc Martens,Boots
2023-05-14,18.0,Doc Martens,Boots
2023-05-21,17.0,Doc Martens,Boots
2023-05-28,19.0,Doc Martens,Boots
2023-06-04,18.0,Doc Martens,Boots
2023-06-11,18.0,Doc Martens,Boots
2023-06-18,18.0,Doc Martens,Boots
2023-06-25,18.0,Doc Martens,Boots
2023-07-02,18.0,Doc Martens,Boots
2023-07-09,20.0,Doc Martens,Boots
2023-07-16,20.0,Doc Martens,Boots
2023-07-23,21.0,Doc Martens,Boots
2023-07-30,21.0,Doc Martens,Boots
2023-08-06,23.0,Doc Martens,Boots
2023-08-13,22.0,Doc Martens,Boots
2023-08-20,21.0,Doc Martens,Boots
2023-08-27,22.0,Doc Martens,Boots
2023-09-03,22.0,Doc Martens,Boots
2023-09-10,23.0,Doc Martens,Boots
2023-09-17,25.0,Doc Martens,Boots
2023-09-24,27.0,Doc Martens,Boots
2023-10-01,26.0,Doc Martens,Boots
2023-10-08,28.999999999999996,Doc Martens,Boots
2023-10-15,30.0,Doc Martens,Boots
2023-10-22,27.0,Doc Martens,Boots
2023-10-29,28.000000000000004,Doc Martens,Boots
2023-11-05,28.000000000000004,Doc Martens,Boots
2023-11-12,33.0,Doc Martens,Boots
2023-11-19,53.0,Doc Martens,Boots
2023-11-26,42.0,Doc Martens,Boots
2023-12-03,32.0,Doc Martens,Boots
2023-12-10,32.0,Doc Martens,Boots
2023-12-17,33.0,Doc Martens,Boots
2023-12-24,41.0,Doc Martens,Boots
2023-12-31,26.0,Doc Martens,Boots
2024-01-07,24.0,Doc Martens,Boots
2024-01-14,25.0,Doc Martens,Boots
2024-01-21,24.0,Doc Martens,Boots
2024-01-28,21.0,Doc Martens,Boots
2024-02-04,22.0,Doc Martens,Boots
2024-02-11,19.0,Doc Martens,Boots
2024-02-18,22.0,Doc Martens,Boots
2024-02-25,20.0,Doc Martens,Boots
2024-03-03,20.0,Doc Martens,Boots
2024-03-10,20.0,Doc Martens,Boots
2024-03-17,19.0,Doc Martens,Boots
2024-03-24,20.0,Doc Martens,Boots
2024-03-31,19.0,Doc Martens,Boots
2024-04-07,19.0,Doc Martens,Boots
2024-04-14,21.0,Doc Martens,Boots
2024-04-21,20.0,Doc Martens,Boots
2024-04-28,17.0,Doc Martens,Boots
2024-05-05,17.0,Doc Martens,Boots
2024-05-12,17.0,Doc Martens,Boots
2024-05-19,17.0,Doc Martens,Boots
2024-05-26,17.0,Doc Martens,Boots
2024-06-02,16.0,Doc Martens,Boots
2024-06-09,16.0,Doc Martens,Boots
2024-06-16,17.0,Doc Martens,Boots
2024-06-23,16.0,Doc Martens,Boots
2024-06-30,16.0,Doc Martens,Boots
2024-07-07,17.0,Doc Martens,Boots
2024-07-14,22.0,Doc Martens,Boots
2024-07-21,22.0,Doc Martens,Boots
2024-07-28,19.0,Doc Martens,Boots
2024-08-04,21.0,Doc Martens,Boots
2024-08-11,21.0,Doc Martens,Boots
2024-08-18,21.0,Doc Martens,Boots
2024-08-25,23.0,Doc Martens,Boots
2024-09-01,26.0,Doc Martens,Boots
2024-09-08,23.0,Doc Martens,Boots
2024-09-15,24.0,Doc Martens,Boots
2024-09-22,24.0,Doc Martens,Boots
2024-09-29,24.0,Doc Martens,Boots
2024-10-06,24.0,Doc Martens,Boots
2024-10-13,27.0,Doc Martens,Boots
2024-10-20,27.0,Doc Martens,Boots
2024-10-27,25.0,Doc Martens,Boots
2024-11-03,24.0,Doc Martens,Boots
2024-11-10,28.000000000000004,Doc Martens,Boots
2024-11-17,30.0,Doc Martens,Boots
2024-11-24,48.0,Doc Martens,Boots
2024-12-01,36.0,Doc Martens,Boots
2024-12-08,30.0,Doc Martens,Boots
2024-12-15,28.999999999999996,Doc Martens,Boots
2024-12-22,36.0,Doc Martens,Boots
2024-12-29,26.0,Doc Martens,Boots
2025-01-05,25.0,Doc Martens,Boots
2025-01-12,22.0,Doc Martens,Boots
2025-01-19,22.0,Doc Martens,Boots
2025-01-26,21.0,Doc Martens,Boots
2025-02-02,22.0,Doc Martens,Boots
2025-02-09,22.0,Doc Martens,Boots
2025-02-16,23.0,Doc Martens,Boots
2020-02-16,22.641509433962266,chelsea boots,Boots
2020-02-23,20.754716981132077,chelsea boots,Boots
2020-03-01,16.9811320754717,chelsea boots,Boots
2020-03-08,15.09433962264151,chelsea boots,Boots
2020-03-15,9.433962264150944,chelsea boots,Boots
2020-03-22,7.547169811320755,chelsea boots,Boots
2020-03-29,7.547169811320755,chelsea boots,Boots
2020-04-05,7.547169811320755,chelsea boots,Boots
2020-04-12,9.433962264150944,chelsea boots,Boots
2020-04-19,9.433962264150944,chelsea boots,Boots
2020-04-26,7.547169811320755,chelsea boots,Boots
2020-05-03,7.547169811320755,chelsea boots,Boots
2020-05-10,7.547169811320755,chelsea boots,Boots
2020-05-17,9.433962264150944,chelsea boots,Boots
2020-05-24,7.547169811320755,chelsea boots,Boots
2020-05-31,7.547169811320755,chelsea boots,Boots
2020-06-07,7.547169811320755,chelsea boots,Boots
2020-06-14,9.433962264150944,chelsea boots,Boots
2020-06-21,9.433962264150944,chelsea boots,Boots
2020-06-28,9.433962264150944,chelsea boots,Boots
2020-07-05,9.433962264150944,chelsea boots,Boots
2020-07-12,9.433962264150944,chelsea boots,Boots
2020-07-19,9.433962264150944,chelsea boots,Boots
2020-07-26,11.320754716981133,chelsea boots,Boots
2020-08-02,13.20754716981132,chelsea boots,Boots
2020-08-09,13.20754716981132,chelsea boots,Boots
2020-08-16,13.20754716981132,chelsea boots,Boots
2020-08-23,13.20754716981132,chelsea boots,Boots
2020-08-30,16.9811320754717,chelsea boots,Boots
2020-09-06,18.867924528301888,chelsea boots,Boots
2020-09-13,22.641509433962266,chelsea boots,Boots
2020-09-20,28.30188679245283,chelsea boots,Boots
2020-09-27,30.18867924528302,chelsea boots,Boots
2020-10-04,33.9622641509434,chelsea boots,Boots
2020-10-11,35.84905660377358,chelsea boots,Boots
2020-10-18,37.735849056603776,chelsea boots,Boots
2020-10-25,37.735849056603776,chelsea boots,Boots
2020-11-01,30.18867924528302,chelsea boots,Boots
2020-11-08,35.84905660377358,chelsea boots,Boots
2020-11-15,41.509433962264154,chelsea boots,Boots
2020-11-22,54.71698113207547,chelsea boots,Boots
2020-11-29,47.16981132075472,chelsea boots,Boots
2020-12-06,41.509433962264154,chelsea boots,Boots
2020-12-13,39.62264150943396,chelsea boots,Boots
2020-12-20,41.509433962264154,chelsea boots,Boots
2020-12-27,41.509433962264154,chelsea boots,Boots
2021-01-03,30.18867924528302,chelsea boots,Boots
2021-01-10,26.41509433962264,chelsea boots,Boots
2021-01-17,26.41509433962264,chelsea boots,Boots
2021-01-24,24.528301886792452,chelsea boots,Boots
2021-01-31,22.641509433962266,chelsea boots,Boots
2021-02-07,22.641509433962266,chelsea boots,Boots
2021-02-14,22.641509433962266,chelsea boots,Boots
2021-02-21,20.754716981132077,chelsea boots,Boots
2021-02-28,18.867924528301888,chelsea boots,Boots
2021-03-07,15.09433962264151,chelsea boots,Boots
2021-03-14,16.9811320754717,chelsea boots,Boots
2021-03-21,13.20754716981132,chelsea boots,Boots
2021-03-28,13.20754716981132,chelsea boots,Boots
2021-04-04,11.320754716981133,chelsea boots,Boots
2021-04-11,13.20754716981132,chelsea boots,Boots
2021-04-18,11.320754716981133,chelsea boots,Boots
2021-04-25,11.320754716981133,chelsea boots,Boots
2021-05-02,13.20754716981132,chelsea boots,Boots
2021-05-09,11.320754716981133,chelsea boots,Boots
2021-05-16,11.320754716981133,chelsea boots,Boots
2021-05-23,11.320754716981133,chelsea boots,Boots
2021-05-30,11.320754716981133,chelsea boots,Boots
2021-06-06,9.433962264150944,chelsea boots,Boots
2021-06-13,9.433962264150944,chelsea boots,Boots
2021-06-20,9.433962264150944,chelsea boots,Boots
2021-06-27,11.320754716981133,chelsea boots,Boots
2021-07-04,11.320754716981133,chelsea boots,Boots
2021-07-11,11.320754716981133,chelsea boots,Boots
2021-07-18,13.20754716981132,chelsea boots,Boots
2021-07-25,15.09433962264151,chelsea boots,Boots
2021-08-01,15.09433962264151,chelsea boots,Boots
2021-08-08,16.9811320754717,chelsea boots,Boots
2021-08-15,18.867924528301888,chelsea boots,Boots
2021-08-22,20.754716981132077,chelsea boots,Boots
2021-08-29,20.754716981132077,chelsea boots,Boots
2021-09-05,26.41509433962264,chelsea boots,Boots
2021-09-12,30.18867924528302,chelsea boots,Boots
2021-09-19,33.9622641509434,chelsea boots,Boots
2021-09-26,37.735849056603776,chelsea boots,Boots
2021-10-03,37.735849056603776,chelsea boots,Boots
2021-10-10,43.39622641509434,chelsea boots,Boots
2021-10-17,50.943396226415096,chelsea boots,Boots
2021-10-24,52.83018867924528,chelsea boots,Boots
2021-10-31,60.37735849056604,chelsea boots,Boots
2021-11-07,58.490566037735846,chelsea boots,Boots
2021-11-14,64.15094339622641,chelsea boots,Boots
2021-11-21,100.0,chelsea boots,Boots
2021-11-28,81.13207547169812,chelsea boots,Boots
2021-12-05,67.9245283018868,chelsea boots,Boots
2021-12-12,58.490566037735846,chelsea boots,Boots
2021-12-19,54.71698113207547,chelsea boots,Boots
2021-12-26,58.490566037735846,chelsea boots,Boots
2022-01-02,47.16981132075472,chelsea boots,Boots
2022-01-09,45.28301886792453,chelsea boots,Boots
2022-01-16,33.9622641509434,chelsea boots,Boots
2022-01-23,32.075471698113205,chelsea boots,Boots
2022-01-30,37.735849056603776,chelsea boots,Boots
2022-02-06,33.9622641509434,chelsea boots,Boots
2022-02-13,28.30188679245283,chelsea boots,Boots
2022-02-20,28.30188679245283,chelsea boots,Boots
2022-02-27,22.641509433962266,chelsea boots,Boots
2022-03-06,22.641509433962266,chelsea boots,Boots
2022-03-13,22.641509433962266,chelsea boots,Boots
2022-03-20,18.867924528301888,chelsea boots,Boots
2022-03-27,16.9811320754717,chelsea boots,Boots
2022-04-03,16.9811320754717,chelsea boots,Boots
2022-04-10,15.09433962264151,chelsea boots,Boots
2022-04-17,15.09433962264151,chelsea boots,Boots
2022-04-24,15.09433962264151,chelsea boots,Boots
2022-05-01,13.20754716981132,chelsea boots,Boots
2022-05-08,13.20754716981132,chelsea boots,Boots
2022-05-15,11.320754716981133,chelsea boots,Boots
2022-05-22,13.20754716981132,chelsea boots,Boots
2022-05-29,11.320754716981133,chelsea boots,Boots
2022-06-05,11.320754716981133,chelsea boots,Boots
2022-06-12,9.433962264150944,chelsea boots,Boots
2022-06-19,9.433962264150944,chelsea boots,Boots
2022-06-26,11.320754716981133,chelsea boots,Boots
2022-07-03,11.320754716981133,chelsea boots,Boots
2022-07-10,11.320754716981133,chelsea boots,Boots
2022-07-17,13.20754716981132,chelsea boots,Boots
2022-07-24,13.20754716981132,chelsea boots,Boots
2022-07-31,15.09433962264151,chelsea boots,Boots
2022-08-07,16.9811320754717,chelsea boots,Boots
2022-08-14,18.867924528301888,chelsea boots,Boots
2022-08-21,20.754716981132077,chelsea boots,Boots
2022-08-28,22.641509433962266,chelsea boots,Boots
2022-09-04,26.41509433962264,chelsea boots,Boots
2022-09-11,32.075471698113205,chelsea boots,Boots
2022-09-18,33.9622641509434,chelsea boots,Boots
2022-09-25,39.62264150943396,chelsea boots,Boots
2022-10-02,41.509433962264154,chelsea boots,Boots
2022-10-09,45.28301886792453,chelsea boots,Boots
2022-10-16,50.943396226415096,chelsea boots,Boots
2022-10-23,45.28301886792453,chelsea boots,Boots
2022-10-30,41.509433962264154,chelsea boots,Boots
2022-11-06,45.28301886792453,chelsea boots,Boots
2022-11-13,62.264150943396224,chelsea boots,Boots
2022-11-20,88.67924528301887,chelsea boots,Boots
2022-11-27,69.81132075471697,chelsea boots,Boots
2022-12-04,54.71698113207547,chelsea boots,Boots
2022-12-11,58.490566037735846,chelsea boots,Boots
2022-12-18,50.943396226415096,chelsea boots,Boots
2022-12-25,58.490566037735846,chelsea boots,Boots
2023-01-01,39.62264150943396,chelsea boots,Boots
2023-01-08,39.62264150943396,chelsea boots,Boots
2023-01-15,37.735849056603776,chelsea boots,Boots
2023-01-22,32.075471698113205,chelsea boots,Boots
2023-01-29,28.30188679245283,chelsea boots,Boots
2023-02-05,26.41509433962264,chelsea boots,Boots
2023-02-12,22.641509433962266,chelsea boots,Boots
2023-02-19,30.18867924528302,chelsea boots,Boots
2023-02-26,26.41509433962264,chelsea boots,Boots
2023-03-05,20.754716981132077,chelsea boots,Boots
2023-03-12,20.754716981132077,chelsea boots,Boots
2023-03-19,18.867924528301888,chelsea boots,Boots
2023-03-26,16.9811320754717,chelsea boots,Boots
2023-04-02,15.09433962264151,chelsea boots,Boots
2023-04-09,13.20754716981132,chelsea boots,Boots
2023-04-16,13.20754716981132,chelsea boots,Boots
2023-04-23,13.20754716981132,chelsea boots,Boots
2023-04-30,11.320754716981133,chelsea boots,Boots
2023-05-07,9.433962264150944,chelsea boots,Boots
2023-05-14,9.433962264150944,chelsea boots,Boots
2023-05-21,9.433962264150944,chelsea boots,Boots
2023-05-28,9.433962264150944,chelsea boots,Boots
2023-06-04,9.433962264150944,chelsea boots,Boots
2023-06-11,9.433962264150944,chelsea boots,Boots
2023-06-18,9.433962264150944,chelsea boots,Boots
2023-06-25,9.433962264150944,chelsea boots,Boots
2023-07-02,9.433962264150944,chelsea boots,Boots
2023-07-09,11.320754716981133,chelsea boots,Boots
2023-07-16,11.320754716981133,chelsea boots,Boots
2023-07-23,13.20754716981132,chelsea boots,Boots
2023-07-30,13.20754716981132,chelsea boots,Boots
2023-08-06,15.09433962264151,chelsea boots,Boots
2023-08-13,16.9811320754717,chelsea boots,Boots
2023-08-20,18.867924528301888,chelsea boots,Boots
2023-08-27,20.754716981132077,chelsea boots,Boots
2023-09-03,20.754716981132077,chelsea boots,Boots
2023-09-10,24.528301886792452,chelsea boots,Boots
2023-09-17,32.075471698113205,chelsea boots,Boots
2023-09-24,35.84905660377358,chelsea boots,Boots
2023-10-01,35.84905660377358,chelsea boots,Boots
2023-10-08,39.62264150943396,chelsea boots,Boots
2023-10-15,43.39622641509434,chelsea boots,Boots
2023-10-22,39.62264150943396,chelsea boots,Boots
2023-10-29,41.509433962264154,chelsea boots,Boots
2023-11-05,45.28301886792453,chelsea boots,Boots
2023-11-12,47.16981132075472,chelsea boots,Boots
2023-11-19,66.0377358490566,chelsea boots,Boots
2023-11-26,56.60377358490566,chelsea boots,Boots
2023-12-03,43.39622641509434,chelsea boots,Boots
2023-12-10,45.28301886792453,chelsea boots,Boots
2023-12-17,37.735849056603776,chelsea boots,Boots
2023-12-24,47.16981132075472,chelsea boots,Boots
2023-12-31,41.509433962264154,chelsea boots,Boots
2024-01-07,37.735849056603776,chelsea boots,Boots
2024-01-14,39.62264150943396,chelsea boots,Boots
2024-01-21,33.9622641509434,chelsea boots,Boots
2024-01-28,26.41509433962264,chelsea boots,Boots
2024-02-04,26.41509433962264,chelsea boots,Boots
2024-02-11,24.528301886792452,chelsea boots,Boots
2024-02-18,24.528301886792452,chelsea boots,Boots
2024-02-25,18.867924528301888,chelsea boots,Boots
2024-03-03,18.867924528301888,chelsea boots,Boots
2024-03-10,16.9811320754717,chelsea boots,Boots
2024-03-17,18.867924528301888,chelsea boots,Boots
2024-03-24,20.754716981132077,chelsea boots,Boots
2024-03-31,15.09433962264151,chelsea boots,Boots
2024-04-07,13.20754716981132,chelsea boots,Boots
2024-04-14,13.20754716981132,chelsea boots,Boots
2024-04-21,13.20754716981132,chelsea boots,Boots
2024-04-28,13.20754716981132,chelsea boots,Boots
2024-05-05,11.320754716981133,chelsea boots,Boots
2024-05-12,11.320754716981133,chelsea boots,Boots
2024-05-19,11.320754716981133,chelsea boots,Boots
2024-05-26,9.433962264150944,chelsea boots,Boots
2024-06-02,9.433962264150944,chelsea boots,Boots
2024-06-09,9.433962264150944,chelsea boots,Boots
2024-06-16,9.433962264150944,chelsea boots,Boots
2024-06-23,9.433962264150944,chelsea boots,Boots
2024-06-30,11.320754716981133,chelsea boots,Boots
2024-07-07,9.433962264150944,chelsea boots,Boots
2024-07-14,11.320754716981133,chelsea boots,Boots
2024-07-21,13.20754716981132,chelsea boots,Boots
2024-07-28,13.20754716981132,chelsea boots,Boots
2024-08-04,15.09433962264151,chelsea boots,Boots
2024-08-11,15.09433962264151,chelsea boots,Boots
2024-08-18,18.867924528301888,chelsea boots,Boots
2024-08-25,20.754716981132077,chelsea boots,Boots
2024-09-01,20.754716981132077,chelsea boots,Boots
2024-09-08,24.528301886792452,chelsea boots,Boots
2024-09-15,24.528301886792452,chelsea boots,Boots
2024-09-22,30.18867924528302,chelsea boots,Boots
2024-09-29,32.075471698113205,chelsea boots,Boots
2024-10-06,33.9622641509434,chelsea boots,Boots
2024-10-13,39.62264150943396,chelsea boots,Boots
2024-10-20,41.509433962264154,chelsea boots,Boots
2024-10-27,37.735849056603776,chelsea boots,Boots
2024-11-03,37.735849056603776,chelsea boots,Boots
2024-11-10,41.509433962264154,chelsea boots,Boots
2024-11-17,50.943396226415096,chelsea boots,Boots
2024-11-24,66.0377358490566,chelsea boots,Boots
2024-12-01,54.71698113207547,chelsea boots,Boots
2024-12-08,47.16981132075472,chelsea boots,Boots
2024-12-15,50.943396226415096,chelsea boots,Boots
2024-12-22,47.16981132075472,chelsea boots,Boots
2024-12-29,37.735849056603776,chelsea boots,Boots
2025-01-05,37.735849056603776,chelsea boots,Boots
2025-01-12,35.84905660377358,chelsea boots,Boots
2025-01-19,32.075471698113205,chelsea boots,Boots
2025-01-26,24.528301886792452,chelsea boots,Boots
2025-02-02,24.528301886792452,chelsea boots,Boots
2025-02-09,24.528301886792452,chelsea boots,Boots
2025-02-16,26.41509433962264,chelsea boots,Boots
2020-02-16,53.333333333333336,hiking boots,Boots
2020-02-23,50.0,hiking boots,Boots
2020-03-01,46.666666666666664,hiking boots,Boots
2020-03-08,40.0,hiking boots,Boots
2020-03-15,30.0,hiking boots,Boots
2020-03-22,33.33333333333333,hiking boots,Boots
2020-03-29,33.33333333333333,hiking boots,Boots
2020-04-05,36.666666666666664,hiking boots,Boots
2020-04-12,40.0,hiking boots,Boots
2020-04-19,46.666666666666664,hiking boots,Boots
2020-04-26,46.666666666666664,hiking boots,Boots
2020-05-03,50.0,hiking boots,Boots
2020-05-10,56.666666666666664,hiking boots,Boots
2020-05-17,63.33333333333333,hiking boots,Boots
2020-05-24,60.0,hiking boots,Boots
2020-05-31,53.333333333333336,hiking boots,Boots
2020-06-07,56.666666666666664,hiking boots,Boots
2020-06-14,63.33333333333333,hiking boots,Boots
2020-06-21,63.33333333333333,hiking boots,Boots
2020-06-28,53.333333333333336,hiking boots,Boots
2020-07-05,56.666666666666664,hiking boots,Boots
2020-07-12,53.333333333333336,hiking boots,Boots
2020-07-19,53.333333333333336,hiking boots,Boots
2020-07-26,63.33333333333333,hiking boots,Boots
2020-08-02,63.33333333333333,hiking boots,Boots
2020-08-09,63.33333333333333,hiking boots,Boots
2020-08-16,60.0,hiking boots,Boots
2020-08-23,60.0,hiking boots,Boots
2020-08-30,63.33333333333333,hiking boots,Boots
2020-09-06,76.66666666666667,hiking boots,Boots
2020-09-13,63.33333333333333,hiking boots,Boots
2020-09-20,70.0,hiking boots,Boots
2020-09-27,73.33333333333333,hiking boots,Boots
2020-10-04,73.33333333333333,hiking boots,Boots
2020-10-11,83.33333333333334,hiking boots,Boots
2020-10-18,76.66666666666667,hiking boots,Boots
2020-10-25,80.0,hiking boots,Boots
2020-11-01,56.666666666666664,hiking boots,Boots
2020-11-08,76.66666666666667,hiking boots,Boots
2020-11-15,76.66666666666667,hiking boots,Boots
2020-11-22,100.0,hiking boots,Boots
2020-11-29,93.33333333333333,hiking boots,Boots
2020-12-06,80.0,hiking boots,Boots
2020-12-13,80.0,hiking boots,Boots
2020-12-20,80.0,hiking boots,Boots
2020-12-27,96.66666666666667,hiking boots,Boots
2021-01-03,90.0,hiking boots,Boots
2021-01-10,80.0,hiking boots,Boots
2021-01-17,70.0,hiking boots,Boots
2021-01-24,70.0,hiking boots,Boots
2021-01-31,70.0,hiking boots,Boots
2021-02-07,70.0,hiking boots,Boots
2021-02-14,70.0,hiking boots,Boots
2021-02-21,73.33333333333333,hiking boots,Boots
2021-02-28,83.33333333333334,hiking boots,Boots
2021-03-07,70.0,hiking boots,Boots
2021-03-14,70.0,hiking boots,Boots
2021-03-21,76.66666666666667,hiking boots,Boots
2021-03-28,70.0,hiking boots,Boots
2021-04-04,63.33333333333333,hiking boots,Boots
2021-04-11,70.0,hiking boots,Boots
2021-04-18,66.66666666666666,hiking boots,Boots
2021-04-25,56.666666666666664,hiking boots,Boots
2021-05-02,63.33333333333333,hiking boots,Boots
2021-05-09,60.0,hiking boots,Boots
2021-05-16,60.0,hiking boots,Boots
2021-05-23,63.33333333333333,hiking boots,Boots
2021-05-30,56.666666666666664,hiking boots,Boots
2021-06-06,56.666666666666664,hiking boots,Boots
2021-06-13,60.0,hiking boots,Boots
2021-06-20,56.666666666666664,hiking boots,Boots
2021-06-27,56.666666666666664,hiking boots,Boots
2021-07-04,60.0,hiking boots,Boots
2021-07-11,60.0,hiking boots,Boots
2021-07-18,60.0,hiking boots,Boots
2021-07-25,56.666666666666664,hiking boots,Boots
2021-08-01,60.0,hiking boots,Boots
2021-08-08,56.666666666666664,hiking boots,Boots
2021-08-15,60.0,hiking boots,Boots
2021-08-22,60.0,hiking boots,Boots
2021-08-29,60.0,hiking boots,Boots
2021-09-05,66.66666666666666,hiking boots,Boots
2021-09-12,66.66666666666666,hiking boots,Boots
2021-09-19,66.66666666666666,hiking boots,Boots
2021-09-26,80.0,hiking boots,Boots
2021-10-03,73.33333333333333,hiking boots,Boots
2021-10-10,76.66666666666667,hiking boots,Boots
2021-10-17,70.0,hiking boots,Boots
2021-10-24,66.66666666666666,hiking boots,Boots
2021-10-31,76.66666666666667,hiking boots,Boots
2021-11-07,76.66666666666667,hiking boots,Boots
2021-11-14,80.0,hiking boots,Boots
2021-11-21,93.33333333333333,hiking boots,Boots
2021-11-28,83.33333333333334,hiking boots,Boots
2021-12-05,76.66666666666667,hiking boots,Boots
2021-12-12,70.0,hiking boots,Boots
2021-12-19,70.0,hiking boots,Boots
2021-12-26,76.66666666666667,hiking boots,Boots
2022-01-02,83.33333333333334,hiking boots,Boots
2022-01-09,66.66666666666666,hiking boots,Boots
2022-01-16,73.33333333333333,hiking boots,Boots
2022-01-23,73.33333333333333,hiking boots,Boots
2022-01-30,70.0,hiking boots,Boots
2022-02-06,66.66666666666666,hiking boots,Boots
2022-02-13,63.33333333333333,hiking boots,Boots
2022-02-20,73.33333333333333,hiking boots,Boots
2022-02-27,60.0,hiking boots,Boots
2022-03-06,66.66666666666666,hiking boots,Boots
2022-03-13,66.66666666666666,hiking boots,Boots
2022-03-20,66.66666666666666,hiking boots,Boots
2022-03-27,63.33333333333333,hiking boots,Boots
2022-04-03,60.0,hiking boots,Boots
2022-04-10,60.0,hiking boots,Boots
2022-04-17,60.0,hiking boots,Boots
2022-04-24,56.666666666666664,hiking boots,Boots
2022-05-01,56.666666666666664,hiking boots,Boots
2022-05-08,53.333333333333336,hiking boots,Boots
2022-05-15,56.666666666666664,hiking boots,Boots
2022-05-22,53.333333333333336,hiking boots,Boots
2022-05-29,60.0,hiking boots,Boots
2022-06-05,56.666666666666664,hiking boots,Boots
2022-06-12,53.333333333333336,hiking boots,Boots
2022-06-19,56.666666666666664,hiking boots,Boots
2022-06-26,53.333333333333336,hiking boots,Boots
